Functional Loc,FLOC Type,Description,SupFunctLoc,SupFL Description,ABC Indic,Criticality Justification,PSRef,PSRef2,NEW PS Ref.,NEW PS Ref. 2,NL SCE
F3FA-C-CMPA-FLDLS2-98LS0212,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS2,"PA, Loudspeakers, Loop A2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS2-98LS1002,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS2,"PA, Loudspeakers, Loop A2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS2-98LS1101,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS2,"PA, Loudspeakers, Loop A2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS2-98LS1201,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS2,"PA, Loudspeakers, Loop A2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS2-98LS1206,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS2,"PA, Loudspeakers, Loop A2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS2-98LS1211,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS2,"PA, Loudspeakers, Loop A2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS2-98LS1602,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS2,"PA, Loudspeakers, Loop A2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS2-98LS2501,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS2,"PA, Loudspeakers, Loop A2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS3,U_SPEAKER,"PA, Loudspeakers, Loop A3",F3FA-C-CMPA-FLD,"PA, Field equipment",I,Inherited from System 'F3FA-C-CMPA' Analysed Criticality Result,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS3-98LS1401,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS3,"PA, Loudspeakers, Loop A3",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS3-98LS1404,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS3,"PA, Loudspeakers, Loop A3",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS3-98LS1406,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS3,"PA, Loudspeakers, Loop A3",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS3-98LS1409,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS3,"PA, Loudspeakers, Loop A3",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS3-98LS1411,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS3,"PA, Loudspeakers, Loop A3",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS4,U_SPEAKER,"PA, Loudspeakers, Loop A4",F3FA-C-CMPA-FLD,"PA, Field equipment",I,Inherited from System 'F3FA-C-CMPA' Analysed Criticality Result,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS4-98LS0102,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS4,"PA, Loudspeakers, Loop A4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS4-98LS1413,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS4,"PA, Loudspeakers, Loop A4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS4-98LS1414,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS4,"PA, Loudspeakers, Loop A4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS4-98LS1901,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS4,"PA, Loudspeakers, Loop A4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS4-98LS1906,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS4,"PA, Loudspeakers, Loop A4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS4-98LS1908B,U_SPEAKER,"PA, Loudspeaker, Rig",F3FA-C-CMPA-FLDLS4,"PA, Loudspeakers, Loop A4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS4-98LS1910,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS4,"PA, Loudspeakers, Loop A4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS4-98LS2001,U_SPEAKER,"PA, Loudspeaker, Crane",F3FA-C-CMPA-FLDLS4,"PA, Loudspeakers, Loop A4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS4-98LS2101,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS4,"PA, Loudspeakers, Loop A4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS4-98LS2103,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS4,"PA, Loudspeakers, Loop A4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5,U_SPEAKER,"PA, Loudspeakers, LQ A",F3FA-C-CMPA-FLD,"PA, Field equipment",I,Inherited from System 'F3FA-C-CMPA' Analysed Criticality Result,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2202,U_SPEAKER,"PA, Loudspeaker, Muster Area",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2401A,U_SPEAKER,"PA, Loudspeaker, Cabin 207",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2402A,U_SPEAKER,"PA, Loudspeaker, Cabin 208",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2403A,U_SPEAKER,"PA, Loudspeaker, Cabin 206",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2404A,U_SPEAKER,"PA, Loudspeaker, Cabin 204",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2405A,U_SPEAKER,"PA, Loudspeaker, Corridor",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2406A,U_SPEAKER,"PA, Loudspeaker, Cabin 203",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2407A,U_SPEAKER,"PA, Loudspeaker, Cabin 205",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2408A,U_SPEAKER,"PA, Loudspeaker, Corridor",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2409A,U_SPEAKER,"PA, Loudspeaker, Fitness Area",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2410A,U_SPEAKER,"PA, Loudspeaker, Stairway",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2411A,U_SPEAKER,"PA, Loudspeaker, Laundry",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2412A,U_SPEAKER,"PA, Loudspeaker, Cabin 216",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2413A,U_SPEAKER,"PA, Loudspeaker, Corridor",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2414A,U_SPEAKER,"PA, Loudspeaker, EHBO Cabin",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2415A,U_SPEAKER,"PA, Loudspeaker, Airlock",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS5-98LS2416A,U_SPEAKER,"PA, Loudspeaker, Cabin 214",F3FA-C-CMPA-FLDLS5,"PA, Loudspeakers, LQ A",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS6,U_SPEAKER,"PA, Loudspeakers, Loop B1",F3FA-C-CMPA-FLD,"PA, Field equipment",I,Inherited from System 'F3FA-C-CMPA' Analysed Criticality Result,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS6-98LS0201,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS6,"PA, Loudspeakers, Loop B1",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS6-98LS0204,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS6,"PA, Loudspeakers, Loop B1",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS6-98LS0207,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS6,"PA, Loudspeakers, Loop B1",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS6-98LS0208,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS6,"PA, Loudspeakers, Loop B1",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS6-98LS0301,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS6,"PA, Loudspeakers, Loop B1",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS6-98LS0402,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS6,"PA, Loudspeakers, Loop B1",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS6-98LS0701,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS6,"PA, Loudspeakers, Loop B1",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS6-98LS1209,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS6,"PA, Loudspeakers, Loop B1",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS6-98LS2601,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS6,"PA, Loudspeakers, Loop B1",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS6-98LS2602,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS6,"PA, Loudspeakers, Loop B1",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS7,U_SPEAKER,"PA, Loudspeakers, Loop B2",F3FA-C-CMPA-FLD,"PA, Field equipment",I,Inherited from System 'F3FA-C-CMPA' Analysed Criticality Result,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS7-98LS0211,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS7,"PA, Loudspeakers, Loop B2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS7-98LS1001,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS7,"PA, Loudspeakers, Loop B2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS7-98LS1102,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS7,"PA, Loudspeakers, Loop B2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS7-98LS1202,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS7,"PA, Loudspeakers, Loop B2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS7-98LS1205,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS7,"PA, Loudspeakers, Loop B2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS7-98LS1207,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS7,"PA, Loudspeakers, Loop B2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS7-98LS1210,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS7,"PA, Loudspeakers, Loop B2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS7-98LS1601,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS7,"PA, Loudspeakers, Loop B2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS7-98LS2502,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS7,"PA, Loudspeakers, Loop B2",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS8,U_SPEAKER,"PA, Loudspeakers, Loop B3",F3FA-C-CMPA-FLD,"PA, Field equipment",I,Inherited from System 'F3FA-C-CMPA' Analysed Criticality Result,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS8-98LS1402,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS8,"PA, Loudspeakers, Loop B3",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS8-98LS1403,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS8,"PA, Loudspeakers, Loop B3",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS8-98LS1405,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS8,"PA, Loudspeakers, Loop B3",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS8-98LS1407,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS8,"PA, Loudspeakers, Loop B3",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS8-98LS1408,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS8,"PA, Loudspeakers, Loop B3",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS8-98LS1410,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS8,"PA, Loudspeakers, Loop B3",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS9,U_SPEAKER,"PA, Loudspeakers, Loop B4",F3FA-C-CMPA-FLD,"PA, Field equipment",I,Inherited from System 'F3FA-C-CMPA' Analysed Criticality Result,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS9-98LS0101,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS9,"PA, Loudspeakers, Loop B4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS9-98LS1412,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS9,"PA, Loudspeakers, Loop B4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS9-98LS1415,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS9,"PA, Loudspeakers, Loop B4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS9-98LS1902,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS9,"PA, Loudspeakers, Loop B4",I,Loudspeakers are in scope of SECE 09,,,SECE09,,I
F3FA-C-CMPA-FLDLS9-98LS1904,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS9,"PA, Loudspeakers, Loop B4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS9-98LS1907,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS9,"PA, Loudspeakers, Loop B4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS9-98LS1909,U_SPEAKER,"PA, Loudspeaker, Rig",F3FA-C-CMPA-FLDLS9,"PA, Loudspeakers, Loop B4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS9-98LS2102,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS9,"PA, Loudspeakers, Loop B4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLS9-98LS2104,U_SPEAKER,"PA, Loudspeaker",F3FA-C-CMPA-FLDLS9,"PA, Loudspeakers, Loop B4",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA,U_SPEAKER,"PA, Loudspeakers, LQ B",F3FA-C-CMPA-FLD,"PA, Field equipment",I,Inherited from System 'F3FA-C-CMPA' Analysed Criticality Result,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2201,U_SPEAKER,"PA, Loudspeaker, Muster Area",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2401B,U_SPEAKER,"PA, Loudspeaker, Cabin 207",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2402B,U_SPEAKER,"PA, Loudspeaker, Cabin 208",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2403B,U_SPEAKER,"PA, Loudspeaker, Cabin 206",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2404B,U_SPEAKER,"PA, Loudspeaker, Cabin 204",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2405B,U_SPEAKER,"PA, Loudspeaker, Corridor",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2406B,U_SPEAKER,"PA, Loudspeaker, Cabin 203",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2407B,U_SPEAKER,"PA, Loudspeaker, Cabin 205",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2408B,U_SPEAKER,"PA, Loudspeaker, Corridor",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2409B,U_SPEAKER,"PA, Loudspeaker, Fitness Area",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2410B,U_SPEAKER,"PA, Loudspeaker, Stairway",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2411B,U_SPEAKER,"PA, Loudspeaker, Laundry",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2412B,U_SPEAKER,"PA, Loudspeaker, Cabin 216",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2413B,U_SPEAKER,"PA, Loudspeaker, Corridor",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2414B,U_SPEAKER,"PA, Loudspeaker, EHBO Cabin",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2415B,U_SPEAKER,"PA, Loudspeaker, Airlock",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMPA-FLDLSA-98LS2416B,U_SPEAKER,"PA, Loudspeaker, Cabin 214",F3FA-C-CMPA-FLDLSA,"PA, Loudspeakers, LQ B",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMTE,U_FLOC,Telecom System,F3FA-C-CM,Communication Systems,I,System Analysed Criticality Result,F3-PS10,,SECE09,,I
F3FA-C-CMTE-CEN,U_FLOC,Telecom Central Equipment,F3FA-C-CMTE,Telecom System,I,Inherited from System 'F3FA-C-CMTE' Analysed Criticality Result,F3-PS10,,SECE09,,I
F3FA-C-CMTE-CENPNL,U_FLOC,Telecom Panels,F3FA-C-CMTE-CEN,Telecom Central Equipment,I,Inherited from System 'F3FA-C-CMTE' Analysed Criticality Result,F3-PS10,,SECE09,,I
F3FA-C-CMTE-CENPNL-JC9802,U_BOARD_SW,LOS cabinet,F3FA-C-CMTE-CENPNL,Telecom Panels,I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMTE-FLD,U_CL,"Telecom, Field equipment",F3FA-C-CMTE,Telecom System,I,Inherited from System 'F3FA-C-CMTE' Analysed Criticality Result,F3-PS10,,SECE09,,I
F3FA-C-CMTE-FLDANT,U_FLOC,"LOS Telecom, Antennas",F3FA-C-CMTE-FLD,"Telecom, Field equipment",I,Inherited from System 'F3FA-C-CMTE' Analysed Criticality Result,F3-PS10,,SECE09,,I
F3FA-C-CMTE-FLDANT-96ANT0131,U_MISC,LOS Antenna,F3FA-C-CMTE-FLDANT,"LOS Telecom, Antennas",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CMTE-FLDANT-96ANT0132,U_MISC,LOS Antenna,F3FA-C-CMTE-FLDANT,"LOS Telecom, Antennas",I,SCE Results in Agreement,F3-PS10,,SECE09,,I
F3FA-C-CN,U_FLOC,Control Systems,F3FA-C,Controls,I,27/10/16 - ABC indicator adjusted on the basis of review meeting agreements; High Level Fix,F3-PS02,,SECE02,,I
F3FA-C-CNDS,U_FLOC,DCS System,F3FA-C-CN,Control Systems,L,System Analysed Criticality Result,,,,,L
F3FA-C-CNDS-CEN,U_FLOC,DCS Central Equipment,F3FA-C-CNDS,DCS System,L,"agreed to be SCE-L, 23/1/17",,,,,I
F3FA-C-CNDS-CENPNL,U_FLOC,DCS Panels,F3FA-C-CNDS-CEN,DCS Central Equipment,L,"agreed to be SCE-L, 23/1/17",,,,,I
F3FA-C-CNDS-CENPNL-JC9301A,U_BOARD_SW,DCS Cabinet A / Marshalling Cabinet,F3FA-C-CNDS-CENPNL,DCS Panels,L,"agreed to be SCE-L, 23/1/17",,,,,I
F3FA-C-CNDS-CENPNL-JC9301B,U_BOARD_SW,DCS Cabinet B / Marshalling Cabinet,F3FA-C-CNDS-CENPNL,DCS Panels,L,"agreed to be SCE-L, 23/1/17",,,,,I
F3FA-C-CNDS-CENPNL-JC9301C,U_BOARD_SW,DCS Cabinet C / Marshalling Cabinet,F3FA-C-CNDS-CENPNL,DCS Panels,L,"agreed to be SCE-L, 23/1/17",,,,,I
F3FA-C-CNDS-CENPNL-XC19190,U_MISC,"Computer, Mouse, Monitor, Printer",F3FA-C-CNDS-CENPNL,DCS Panels,L,Inherited from System 'F3FA-C-CNDS' Analysed Criticality Result,,,,,L
F3FA-C-CNDS-CENWST,U_FLOC,DCS Work Stations,F3FA-C-CNDS-CEN,DCS Central Equipment,L,"agreed to be SCE-L, 23/1/17",,,,,I
F3FA-C-CNDS-FLD,U_CL,"DCS, Field equipment",F3FA-C-CNDS,DCS System,L,"agreed to be SCE-L, 23/1/17",,,,,I
F3FA-C-CNDS-FLDJB1,U_J_BOX,Junction Boxes Marshalling Cabinet A,F3FA-C-CNDS-FLD,"DCS, Field equipment",L,Inherited from System 'F3FA-C-CNDS' Analysed Criticality Result,,,,,L
F3FA-C-CNDS-FLDJB1-EP880X,U_J_BOX,"DCS Junction Box, Living Quarters",F3FA-C-CNDS-FLDJB1,Junction Boxes Marshalling Cabinet A,L,Inherited from System 'F3FA-C-CNDS' Analysed Criticality Result,,,,,L
F3FA-C-CNDS-FLDJB1-JBFAA113-13,U_J_BOX,DCS Junction Box,F3FA-C-CNDS-FLDJB1,Junction Boxes Marshalling Cabinet A,L,Inherited from System 'F3FA-C-CNDS' Analysed Criticality Result,,,,,L
F3FA-C-CNDS-FLDJB1-JBFAA113-5,U_J_BOX,DCS Junction Box,F3FA-C-CNDS-FLDJB1,Junction Boxes Marshalling Cabinet A,L,Inherited from System 'F3FA-C-CNDS' Analysed Criticality Result,,,,,L
F3FA-C-CNDS-FLDJB1-JBFAA113-6,U_J_BOX,DCS Junction Box,F3FA-C-CNDS-FLDJB1,Junction Boxes Marshalling Cabinet A,L,Inherited from System 'F3FA-C-CNDS' Analysed Criticality Result,,,,,L
F3FA-C-CNDS-FLDJB1-JBFAA113-7,U_J_BOX,DCS Junction Box,F3FA-C-CNDS-FLDJB1,Junction Boxes Marshalling Cabinet A,L,Inherited from System 'F3FA-C-CNDS' Analysed Criticality Result,,,,,L
